date,query,count
2026-09-12,total,603215
2026-09-12,claude,33886
2026-09-12,codex,32991
2026-09-12,copilot,1796
2026-09-12,cursor,13765
2026-09-12,devin,503
2026-09-12,jules,404
2026-09-12,amazonq,1
2026-09-12,opencode,69
