date,query,count
2026-05-02,total,365841
2026-05-02,claude,18328
2026-05-02,codex,19262
2026-05-02,copilot,5787
2026-05-02,cursor,1823
2026-05-02,devin,1190
2026-05-02,jules,216
2026-05-02,amazonq,1
2026-05-02,opencode,92
