date,query,count
2025-01-28,total,181389
2025-01-28,claude,0
2025-01-28,codex,0
2025-01-28,copilot,0
2025-01-28,cursor,0
2025-01-28,devin,98
2025-01-28,jules,0
2025-01-28,amazonq,0
2025-01-28,opencode,0
