date,query,count
2025-12-19,total,281640
2025-12-19,claude,5831
2025-12-19,codex,9082
2025-12-19,copilot,6095
2025-12-19,cursor,650
2025-12-19,devin,203
2025-12-19,jules,2810
2025-12-19,amazonq,3
2025-12-19,opencode,2
