date,query,count
2026-07-05,total,411387
2026-07-05,claude,36332
2026-07-05,codex,17987
2026-07-05,copilot,2395
2026-07-05,cursor,5342
2026-07-05,devin,1058
2026-07-05,jules,412
2026-07-05,amazonq,0
2026-07-05,opencode,79
