date,query,count
2025-05-11,total,116091
2025-05-11,claude,2
2025-05-11,codex,0
2025-05-11,copilot,3
2025-05-11,cursor,0
2025-05-11,devin,99
2025-05-11,jules,0
2025-05-11,amazonq,2
2025-05-11,opencode,0
