date,query,count
2026-05-12,total,575481
2026-05-12,claude,31136
2026-05-12,codex,24090
2026-05-12,copilot,6434
2026-05-12,cursor,2438
2026-05-12,devin,2022
2026-05-12,jules,323
2026-05-12,amazonq,4
2026-05-12,opencode,208
