date,query,count
2025-01-14,total,186907
2025-01-14,claude,0
2025-01-14,codex,0
2025-01-14,copilot,0
2025-01-14,cursor,0
2025-01-14,devin,62
2025-01-14,jules,0
2025-01-14,amazonq,0
2025-01-14,opencode,0
