date,query,count
2025-02-22,total,134900
2025-02-22,claude,0
2025-02-22,codex,0
2025-02-22,copilot,0
2025-02-22,cursor,0
2025-02-22,devin,118
2025-02-22,jules,0
2025-02-22,amazonq,0
2025-02-22,opencode,0
