date,query,count
2025-06-15,total,3420482
2025-06-15,claude,9992
2025-06-15,copilot,632
2025-06-15,devin,131
2025-06-15,aider,4
2025-06-15,codex,0
2025-06-15,opencode,146
2025-06-15,cursor_editor,13
2025-06-15,cursor_bg,0
2025-06-15,jules,1862
2025-06-15,amazonq,1
