date,query,count
2025-10-23,total,4556895
2025-10-23,claude,41120
2025-10-23,copilot,8457
2025-10-23,devin,390
2025-10-23,aider,530
2025-10-23,codex,0
2025-10-23,opencode,13
2025-10-23,cursor_editor,306
2025-10-23,cursor_bg,0
2025-10-23,jules,1803
2025-10-23,amazonq,3
