date,query,count
2025-12-08,total,4871706
2025-12-08,claude,46033
2025-12-08,copilot,16054
2025-12-08,devin,350
2025-12-08,aider,283
2025-12-08,codex,0
2025-12-08,opencode,16
2025-12-08,cursor_editor,380
2025-12-08,cursor_bg,0
2025-12-08,jules,1908
2025-12-08,amazonq,22
