date,query,count
2026-02-02,total,4772254
2026-02-02,claude,142169
2026-02-02,copilot,16682
2026-02-02,devin,225
2026-02-02,aider,216
2026-02-02,codex,0
2026-02-02,opencode,43
2026-02-02,cursor_editor,13451
2026-02-02,cursor_bg,0
2026-02-02,jules,4284
2026-02-02,amazonq,0
