date,query,count
2025-07-07,total,4085613
2025-07-07,claude,13838
2025-07-07,copilot,1393
2025-07-07,devin,270
2025-07-07,aider,784
2025-07-07,codex,0
2025-07-07,opencode,187
2025-07-07,cursor_editor,395
2025-07-07,cursor_bg,0
2025-07-07,jules,1284
2025-07-07,amazonq,2
