date,query,count
2025-02-14,total,3802783
2025-02-14,claude,4
2025-02-14,copilot,0
2025-02-14,devin,390
2025-02-14,aider,5
2025-02-14,codex,0
2025-02-14,opencode,0
2025-02-14,cursor_editor,1
2025-02-14,cursor_bg,0
2025-02-14,jules,0
2025-02-14,amazonq,0
