date,query,count
2025-11-05,total,4842701
2025-11-05,claude,38178
2025-11-05,copilot,14560
2025-11-05,devin,462
2025-11-05,aider,171
2025-11-05,codex,0
2025-11-05,opencode,2
2025-11-05,cursor_editor,259
2025-11-05,cursor_bg,0
2025-11-05,jules,1751
2025-11-05,amazonq,0
