date,query,count
2025-07-27,total,3416681
2025-07-27,claude,17433
2025-07-27,copilot,2451
2025-07-27,devin,136
2025-07-27,aider,500
2025-07-27,codex,0
2025-07-27,opencode,84
2025-07-27,cursor_editor,186
2025-07-27,cursor_bg,0
2025-07-27,jules,1091
2025-07-27,amazonq,1
