date,query,count
2025-12-23,total,4439845
2025-12-23,claude,51521
2025-12-23,copilot,11830
2025-12-23,devin,242
2025-12-23,aider,163
2025-12-23,codex,0
2025-12-23,opencode,21
2025-12-23,cursor_editor,199
2025-12-23,cursor_bg,0
2025-12-23,jules,2868
2025-12-23,amazonq,0
