date,query,count
2026-01-16,total,4882501
2026-01-16,claude,107117
2026-01-16,copilot,15184
2026-01-16,devin,496
2026-01-16,aider,275
2026-01-16,codex,0
2026-01-16,opencode,41
2026-01-16,cursor_editor,270
2026-01-16,cursor_bg,1
2026-01-16,jules,4018
2026-01-16,amazonq,2
