date,query,count
2025-01-22,total,4286539
2025-01-22,claude,12
2025-01-22,copilot,0
2025-01-22,devin,153
2025-01-22,aider,3
2025-01-22,codex,0
2025-01-22,opencode,0
2025-01-22,cursor_editor,2
2025-01-22,cursor_bg,0
2025-01-22,jules,0
2025-01-22,amazonq,0
