date,query,count
2026-02-05,total,4889176
2026-02-05,claude,148684
2026-02-05,copilot,19023
2026-02-05,devin,261
2026-02-05,aider,174
2026-02-05,codex,1
2026-02-05,opencode,164
2026-02-05,cursor_editor,12987
2026-02-05,cursor_bg,0
2026-02-05,jules,4714
2026-02-05,amazonq,2
