date,query,count
2025-02-17,total,3938673
2025-02-17,claude,3
2025-02-17,copilot,0
2025-02-17,devin,402
2025-02-17,aider,3
2025-02-17,codex,0
2025-02-17,opencode,0
2025-02-17,cursor_editor,1
2025-02-17,cursor_bg,0
2025-02-17,jules,0
2025-02-17,amazonq,0
