date,query,count
2026-04-25,total,6907154
2026-04-25,claude,329011
2026-04-25,copilot,10364
2026-04-25,devin,2248
2026-04-25,aider,269
2026-04-25,codex,1
2026-04-25,opencode,104
2026-04-25,cursor_editor,312
2026-04-25,cursor_bg,1789
2026-04-25,jules,2235
2026-04-25,amazonq,1
2026-04-25,amp,48
2026-04-25,windsurf,11
2026-04-25,junie,0
