date,query,count
2026-04-07,total,10025172
2026-04-07,claude,382285
2026-04-07,copilot,18061
2026-04-07,devin,591
2026-04-07,aider,291
2026-04-07,codex,0
2026-04-07,opencode,76
2026-04-07,cursor_editor,447
2026-04-07,cursor_bg,2681
2026-04-07,jules,3078
2026-04-07,amazonq,1
2026-04-07,amp,220
2026-04-07,windsurf,1
2026-04-07,junie,0
