date,query,count
2026-04-24,total,7034024
2026-04-24,claude,364912
2026-04-24,copilot,11075
2026-04-24,devin,2466
2026-04-24,aider,173
2026-04-24,codex,1
2026-04-24,opencode,108
2026-04-24,cursor_editor,289
2026-04-24,cursor_bg,1578
2026-04-24,jules,2366
2026-04-24,amazonq,1
2026-04-24,amp,149
2026-04-24,windsurf,20
2026-04-24,junie,0
