date,query,count
2026-06-13,total,14183252
2026-06-13,claude,492026
2026-06-13,copilot,2583
2026-06-13,devin,486
2026-06-13,aider,192
2026-06-13,codex,12
2026-06-13,opencode,146
2026-06-13,cursor_editor,37707
2026-06-13,cursor_bg,2847
2026-06-13,jules,2130
2026-06-13,amazonq,0
2026-06-13,amp,112
2026-06-13,windsurf,4
2026-06-13,junie,0
