date,query,count
2025-05-30,total,4122192
2025-05-30,claude,3532
2025-05-30,copilot,875
2025-05-30,devin,313
2025-05-30,aider,1
2025-05-30,codex,0
2025-05-30,opencode,0
2025-05-30,cursor_editor,0
2025-05-30,cursor_bg,0
2025-05-30,jules,2183
2025-05-30,amazonq,5
