date,query,count
2025-04-14,total,3959488
2025-04-14,claude,673
2025-04-14,copilot,0
2025-04-14,devin,1159
2025-04-14,aider,36
2025-04-14,codex,0
2025-04-14,opencode,0
2025-04-14,cursor_editor,0
2025-04-14,cursor_bg,0
2025-04-14,jules,5
2025-04-14,amazonq,0
