date,query,count
2025-04-26,total,3175507
2025-04-26,claude,293
2025-04-26,copilot,0
2025-04-26,devin,186
2025-04-26,aider,2
2025-04-26,codex,0
2025-04-26,opencode,0
2025-04-26,cursor_editor,0
2025-04-26,cursor_bg,0
2025-04-26,jules,16
2025-04-26,amazonq,0
