date,query,count
2026-05-14,total,7164443
2026-05-14,claude,442280
2026-05-14,copilot,10679
2026-05-14,devin,761
2026-05-14,aider,329
2026-05-14,codex,1
2026-05-14,opencode,168
2026-05-14,cursor_editor,38019
2026-05-14,cursor_bg,2230
2026-05-14,jules,2671
2026-05-14,amazonq,3
2026-05-14,amp,113
2026-05-14,windsurf,15
2026-05-14,junie,0
