date,query,count
2025-07-15,total,4816068
2025-07-15,claude,15667
2025-07-15,copilot,1865
2025-07-15,devin,320
2025-07-15,aider,537
2025-07-15,codex,0
2025-07-15,opencode,214
2025-07-15,cursor_editor,363
2025-07-15,cursor_bg,0
2025-07-15,jules,1488
2025-07-15,amazonq,7
