date,query,count
2026-03-07,total,7390506
2026-03-07,claude,232837
2026-03-07,copilot,17216
2026-03-07,devin,536
2026-03-07,aider,204
2026-03-07,codex,6
2026-03-07,opencode,58
2026-03-07,cursor_editor,313
2026-03-07,cursor_bg,1560
2026-03-07,jules,3513
2026-03-07,amazonq,4
2026-03-07,amp,202
2026-03-07,windsurf,0
2026-03-07,junie,0
